record_type,period,entity,metric,value,unit,status,formula,input_sources,note
结构效率拆分,2022R→2023,平安产险,保证险权重变化效应_Shapley,0.741783,个百分点,推算,(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2,平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.741783个百分点｜方法：(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值表示缩量改善整体，负值表示缩小已盈利险种反而减少整体增益。
校验,2022R→2023,平安产险,Shapley两项与保证险贡献差额,0.000000,个百分点,推算,盈利率变化效应-0.456423130+权重变化效应0.741783036-保证险贡献0.285359906,平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.000000个百分点｜方法：盈利率变化效应-0.456423130+权重变化效应0.741783036-保证险贡献0.285359906｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 应为0；显示值可能有浮点尾差。
期间贡献,2023→2024,平安产险,整体COR改善,2.329396,个百分点,推算,2023整体COR100.664482%-2024整体COR98.335086%,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：2.329396个百分点｜方法：2023整体COR100.664482%-2024整体COR98.335086%｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值为改善，负值为恶化。
期间贡献,2023→2024,平安产险,保证险贡献的整体COR改善,2.104813,个百分点,推算,2023保证险整体拖累2.180355-2024保证险整体拖累(0.075542),平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：2.104813个百分点｜方法：2023保证险整体拖累2.180355-2024保证险整体拖累(0.075542)｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】
期间贡献,2023→2024,平安产险,保证险占整体COR改善份额,90.359,%,推算,保证险贡献2.104813/整体COR改善2.329396×100,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：90.359%｜方法：保证险贡献2.104813/整体COR改善2.329396×100｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 当整体COR恶化时，该比例只表示方向相反的抵消关系，不解释为改善份额。
期间贡献,2023→2024,平安产险,扣除保证险后的其他业务贡献_整体分母,0.224583,个百分点,推算,整体COR改善2.329396-保证险贡献2.104813,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.224583个百分点｜方法：整体COR改善2.329396-保证险贡献2.104813｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 可与保证险贡献加总勾稽整体；受整体收入分母和业务结构变化影响。
期间贡献,2023→2024,平安产险,其他业务COR独立改善,0.173541,个百分点,推算,2023其他业务COR98.369690%-2024其他业务COR98.196148%,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.173541个百分点｜方法：2023其他业务COR98.369690%-2024其他业务COR98.196148%｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 使用剔除保证险后的独立收入分母，最接近其他业务自身表现。
结构效率拆分,2023→2024,平安产险,保证险盈利率变化效应_Shapley,1.522794,个百分点,推算,[(起点保证险COR-100)-(终点保证险COR-100)]×(起终点收入权重均值),平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：1.522794个百分点｜方法：[(起点保证险COR-100)-(终点保证险COR-100)]×(起终点收入权重均值)｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 与权重变化效应对半分配交叉项；两项之和等于保证险贡献。
结构效率拆分,2023→2024,平安产险,保证险权重变化效应_Shapley,0.582019,个百分点,推算,(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.582019个百分点｜方法：(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值表示缩量改善整体，负值表示缩小已盈利险种反而减少整体增益。
校验,2023→2024,平安产险,Shapley两项与保证险贡献差额,-0.000000,个百分点,推算,盈利率变化效应1.522794282+权重变化效应0.582018508-保证险贡献2.104812791,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.000000个百分点｜方法：盈利率变化效应1.522794282+权重变化效应0.582018508-保证险贡献2.104812791｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 应为0；显示值可能有浮点尾差。
期间贡献,2024→2025,平安产险,整体COR改善,1.497256,个百分点,推算,2024整体COR98.335086%-2025整体COR96.837830%,平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：1.497256个百分点｜方法：2024整体COR98.335086%-2025整体COR96.837830%｜输入来源：平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值为改善，负值为恶化。
期间贡献,2024→2025,平安产险,保证险贡献的整体COR改善,0.693580,个百分点,推算,2024保证险整体拖累0.075542-2025保证险整体拖累(-0.618038),平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.693580个百分点｜方法：2024保证险整体拖累0.075542-2025保证险整体拖累(-0.618038)｜输入来源：平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】
期间贡献,2024→2025,平安产险,保证险占整体COR改善份额,46.323,%,推算,保证险贡献0.693580/整体COR改善1.497256×100,平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：46.323%｜方法：保证险贡献0.693580/整体COR改善1.497256×100｜输入来源：平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 当整体COR恶化时，该比例只表示方向相反的抵消关系，不解释为改善份额。
期间贡献,2024→2025,平安产险,扣除保证险后的其他业务贡献_整体分母,0.803676,个百分点,推算,整体COR改善1.497256-保证险贡献0.693580,平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.803676个百分点｜方法：整体COR改善1.497256-保证险贡献0.693580｜输入来源：平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 可与保证险贡献加总勾稽整体；受整体收入分母和业务结构变化影响。
期间贡献,2024→2025,平安产险,其他业务COR独立改善,0.773864,个百分点,推算,2024其他业务COR98.196148%-2025其他业务COR97.422284%,平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.773864个百分点｜方法：2024其他业务COR98.196148%-2025其他业务COR97.422284%｜输入来源：平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 使用剔除保证险后的独立收入分母，最接近其他业务自身表现。
结构效率拆分,2024→2025,平安产险,保证险盈利率变化效应_Shapley,1.194369,个百分点,推算,[(起点保证险COR-100)-(终点保证险COR-100)]×(起终点收入权重均值),平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：1.194369个百分点｜方法：[(起点保证险COR-100)-(终点保证险COR-100)]×(起终点收入权重均值)｜输入来源：平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 与权重变化效应对半分配交叉项；两项之和等于保证险贡献。
结构效率拆分,2024→2025,平安产险,保证险权重变化效应_Shapley,-0.500789,个百分点,推算,(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2,平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.500789个百分点｜方法：(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2｜输入来源：平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值表示缩量改善整体，负值表示缩小已盈利险种反而减少整体增益。
校验,2024→2025,平安产险,Shapley两项与保证险贡献差额,-0.000000,个百分点,推算,盈利率变化效应1.194369341+权重变化效应-0.500788916-保证险贡献0.693580425,平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.000000个百分点｜方法：盈利率变化效应1.194369341+权重变化效应-0.500788916-保证险贡献0.693580425｜输入来源：平安产险_年度信息披露报告_2025.pdf，PDF第119页，分部报告（2024年度比较数）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 应为0；显示值可能有浮点尾差。
期间贡献,2023→2025,平安产险,整体COR改善,3.826652,个百分点,推算,2023整体COR100.664482%-2025整体COR96.837830%,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：3.826652个百分点｜方法：2023整体COR100.664482%-2025整体COR96.837830%｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值为改善，负值为恶化。
期间贡献,2023→2025,平安产险,保证险贡献的整体COR改善,2.798393,个百分点,推算,2023保证险整体拖累2.180355-2025保证险整体拖累(-0.618038),平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：2.798393个百分点｜方法：2023保证险整体拖累2.180355-2025保证险整体拖累(-0.618038)｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】
期间贡献,2023→2025,平安产险,保证险占整体COR改善份额,73.129,%,推算,保证险贡献2.798393/整体COR改善3.826652×100,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：73.129%｜方法：保证险贡献2.798393/整体COR改善3.826652×100｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 当整体COR恶化时，该比例只表示方向相反的抵消关系，不解释为改善份额。
期间贡献,2023→2025,平安产险,扣除保证险后的其他业务贡献_整体分母,1.028259,个百分点,推算,整体COR改善3.826652-保证险贡献2.798393,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：1.028259个百分点｜方法：整体COR改善3.826652-保证险贡献2.798393｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 可与保证险贡献加总勾稽整体；受整体收入分母和业务结构变化影响。
期间贡献,2023→2025,平安产险,其他业务COR独立改善,0.947406,个百分点,推算,2023其他业务COR98.369690%-2025其他业务COR97.422284%,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：0.947406个百分点｜方法：2023其他业务COR98.369690%-2025其他业务COR97.422284%｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 使用剔除保证险后的独立收入分母，最接近其他业务自身表现。
结构效率拆分,2023→2025,平安产险,保证险盈利率变化效应_Shapley,3.266439,个百分点,推算,[(起点保证险COR-100)-(终点保证险COR-100)]×(起终点收入权重均值),平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：3.266439个百分点｜方法：[(起点保证险COR-100)-(终点保证险COR-100)]×(起终点收入权重均值)｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 与权重变化效应对半分配交叉项；两项之和等于保证险贡献。
结构效率拆分,2023→2025,平安产险,保证险权重变化效应_Shapley,-0.468046,个百分点,推算,(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.468046个百分点｜方法：(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值表示缩量改善整体，负值表示缩小已盈利险种反而减少整体增益。
校验,2023→2025,平安产险,Shapley两项与保证险贡献差额,-0.000000,个百分点,推算,盈利率变化效应3.266439176+权重变化效应-0.468045961-保证险贡献2.798393215,平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.000000个百分点｜方法：盈利率变化效应3.266439176+权重变化效应-0.468045961-保证险贡献2.798393215｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第118页，分部报告（2023年度）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 应为0；显示值可能有浮点尾差。
期间贡献,2022R→2025,平安产险,整体COR改善,2.794607,个百分点,推算,2022R整体COR99.632436%-2025整体COR96.837830%,平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：2.794607个百分点｜方法：2022R整体COR99.632436%-2025整体COR96.837830%｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值为改善，负值为恶化。
期间贡献,2022R→2025,平安产险,保证险贡献的整体COR改善,3.083753,个百分点,推算,2022R保证险整体拖累2.465715-2025保证险整体拖累(-0.618038),平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：3.083753个百分点｜方法：2022R保证险整体拖累2.465715-2025保证险整体拖累(-0.618038)｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】
期间贡献,2022R→2025,平安产险,保证险占整体COR改善份额,110.347,%,推算,保证险贡献3.083753/整体COR改善2.794607×100,平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：110.347%｜方法：保证险贡献3.083753/整体COR改善2.794607×100｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 当整体COR恶化时，该比例只表示方向相反的抵消关系，不解释为改善份额。
期间贡献,2022R→2025,平安产险,扣除保证险后的其他业务贡献_整体分母,-0.289146,个百分点,推算,整体COR改善2.794607-保证险贡献3.083753,平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.289146个百分点｜方法：整体COR改善2.794607-保证险贡献3.083753｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 可与保证险贡献加总勾稽整体；受整体收入分母和业务结构变化影响。
期间贡献,2022R→2025,平安产险,其他业务COR独立改善,-0.557776,个百分点,推算,2022R其他业务COR96.864508%-2025其他业务COR97.422284%,平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.557776个百分点｜方法：2022R其他业务COR96.864508%-2025其他业务COR97.422284%｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 使用剔除保证险后的独立收入分母，最接近其他业务自身表现。
结构效率拆分,2022R→2025,平安产险,保证险盈利率变化效应_Shapley,3.994636,个百分点,推算,[(起点保证险COR-100)-(终点保证险COR-100)]×(起终点收入权重均值),平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：3.994636个百分点｜方法：[(起点保证险COR-100)-(终点保证险COR-100)]×(起终点收入权重均值)｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 与权重变化效应对半分配交叉项；两项之和等于保证险贡献。
结构效率拆分,2022R→2025,平安产险,保证险权重变化效应_Shapley,-0.910883,个百分点,推算,(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2,平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.910883个百分点｜方法：(起点权重-终点权重)×[(起点保证险COR-100)+(终点保证险COR-100)]/2｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 正值表示缩量改善整体，负值表示缩小已盈利险种反而减少整体增益。
校验,2022R→2025,平安产险,Shapley两项与保证险贡献差额,-0.000000,个百分点,推算,盈利率变化效应3.994636422+权重变化效应-0.910883300-保证险贡献3.083753121,平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式,【推算：-0.000000个百分点｜方法：盈利率变化效应3.994636422+权重变化效应-0.910883300-保证险贡献3.083753121｜输入来源：平安产险_年度信息披露报告_2023.pdf，PDF第120页，分部报告（2022年度已重述）；平安产险_年度信息披露报告_2025.pdf，PDF第117页，分部报告（2025年度）；中国平安_年报_2025.pdf，PDF第56页（报告印刷页码52），综合成本率公式】 应为0；显示值可能有浮点尾差。
