period,entity,scope,accounting_basis,metric,value,unit,status,source_file,source_page,source_table,note
2025Q1,平安产险,季度累计,偿付能力口径,签单保费_YTD,89313.338367,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q1,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,56950.864116,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q1,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,24696.142843,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q1,平安产险,季度累计,偿付能力口径,综合成本率,95.6,%,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,
2025Q1,平安产险,季度累计,偿付能力口径,费用率,27.3,%,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,
2025Q1,平安产险,季度累计,偿付能力口径,赔付率,68.3,%,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,
2025Q1,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2817,元/车,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,
2025Q1,平安产险,季末,偿付能力口径,核心偿付能力充足率,169.7,%,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第16页,偿付能力充足率表,
2025Q1,平安产险,季末,偿付能力口径,综合偿付能力充足率,206.0,%,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第16页,偿付能力充足率表,
2025Q2,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,172061.191791,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q2,平安产险,季度累计,偿付能力口径,净利润_YTD,10365.607688,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q2,平安产险,季度累计,偿付能力口径,签单保费_YTD,180487.827539,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q2,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,115136.365647,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q2,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,49246.692382,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q2,平安产险,季度累计,偿付能力口径,综合成本率,94.7,%,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,
2025Q2,平安产险,季度累计,偿付能力口径,费用率,26.3,%,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,
2025Q2,平安产险,季度累计,偿付能力口径,赔付率,68.4,%,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,
2025Q2,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2878,元/车,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第18页,主要经营指标表,
2025Q2,平安产险,季末,偿付能力口径,核心偿付能力充足率,179.6,%,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第16页,偿付能力充足率表,
2025Q2,平安产险,季末,偿付能力口径,综合偿付能力充足率,215.9,%,直接披露,平安产险_偿付能力报告_2025Q2.pdf,PDF 第16页,偿付能力充足率表,
2025Q3,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,256579.491157,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q3,平安产险,季度累计,偿付能力口径,净利润_YTD,15554.97308,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q3,平安产险,季度累计,偿付能力口径,签单保费_YTD,269723.14986,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q3,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,176095.125672,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q3,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,70834.969751,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q3,平安产险,季度累计,偿付能力口径,综合成本率,95.7,%,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,
2025Q3,平安产险,季度累计,偿付能力口径,费用率,26.1,%,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,
2025Q3,平安产险,季度累计,偿付能力口径,赔付率,69.6,%,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,
2025Q3,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2875,元/车,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第18页,主要经营指标表,
2025Q3,平安产险,季末,偿付能力口径,核心偿付能力充足率,177.0,%,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第16页,偿付能力充足率表,
2025Q3,平安产险,季末,偿付能力口径,综合偿付能力充足率,214.2,%,直接披露,平安产险_偿付能力报告_2025Q3.pdf,PDF 第16页,偿付能力充足率表,
2025Q4,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,343599.73547,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q4,平安产险,季度累计,偿付能力口径,净利润_YTD,17103.035786,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q4,平安产险,季度累计,偿付能力口径,签单保费_YTD,361772.911058,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q4,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,244202.772428,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q4,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,89187.824515,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q4,平安产险,季度累计,偿付能力口径,综合成本率,96.8,%,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,
2025Q4,平安产险,季度累计,偿付能力口径,费用率,27.0,%,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,
2025Q4,平安产险,季度累计,偿付能力口径,赔付率,69.8,%,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,
2025Q4,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2865,元/车,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第19页,主要经营指标表,
2025Q4,平安产险,季末,偿付能力口径,核心偿付能力充足率,173.5,%,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第17页,偿付能力充足率表,
2025Q4,平安产险,季末,偿付能力口径,综合偿付能力充足率,217.1,%,直接披露,平安产险_偿付能力报告_2025Q4.pdf,PDF 第17页,偿付能力充足率表,
2026Q1,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,91149.761534,人民币百万元,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2026Q1,平安产险,季度累计,偿付能力口径,净利润_YTD,2788.855722,人民币百万元,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2026Q1,平安产险,季度累计,偿付能力口径,签单保费_YTD,95423.37014,人民币百万元,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2026Q1,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,56664.100758,人民币百万元,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2026Q1,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,30577.287286,人民币百万元,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2026Q1,平安产险,季度累计,偿付能力口径,综合成本率,94.9,%,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,
2026Q1,平安产险,季度累计,偿付能力口径,费用率,26.1,%,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,
2026Q1,平安产险,季度累计,偿付能力口径,赔付率,68.8,%,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,
2026Q1,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2757,元/车,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第18页,主要经营指标表,
2026Q1,平安产险,季末,偿付能力口径,核心偿付能力充足率,171.9,%,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第16页,偿付能力充足率表,
2026Q1,平安产险,季末,偿付能力口径,综合偿付能力充足率,217.9,%,直接披露,平安产险_偿付能力报告_2026Q1.pdf,PDF 第16页,偿付能力充足率表,
