period,entity,scope,accounting_basis,metric,value,unit,status,source_file,source_page,source_table,note
2025-05,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,6129.43,亿元,直接披露,监管总局_保险业经营情况表_2025-05.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2025-05,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,3637.7,亿元,直接披露,监管总局_保险业经营情况表_2025-05.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2025-05,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,59.3481,%,推算,监管总局_保险业经营情况表_2025-05.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：59.3481%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2025-05.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2025-06,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,7744.2,亿元,直接披露,监管总局_保险业经营情况表_2025-06.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2025-06,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,4434.34,亿元,直接披露,监管总局_保险业经营情况表_2025-06.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2025-06,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,57.2601,%,推算,监管总局_保险业经营情况表_2025-06.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：57.2601%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2025-06.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2025-07,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,8882.52,亿元,直接披露,监管总局_保险业经营情况表_2025-07.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2025-07,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,5263.08,亿元,直接披露,监管总局_保险业经营情况表_2025-07.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2025-07,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,59.2521,%,推算,监管总局_保险业经营情况表_2025-07.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：59.2521%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2025-07.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2025-08,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,10000.13,亿元,直接披露,监管总局_保险业经营情况表_2025-08.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2025-08,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,6078.06,亿元,直接披露,监管总局_保险业经营情况表_2025-08.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2025-08,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,60.7798,%,推算,监管总局_保险业经营情况表_2025-08.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：60.7798%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2025-08.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2025-09,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,11250.32,亿元,直接披露,监管总局_保险业经营情况表_2025-09.xlsx,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2025-09,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,6981.4,亿元,直接披露,监管总局_保险业经营情况表_2025-09.xlsx,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2025-09,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,62.0551,%,推算,监管总局_保险业经营情况表_2025-09.xlsx,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：62.0551%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2025-09.xlsx，工作表《保险业经营数据（月度）》第11行与第8行】
2025-10,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,12313.95,亿元,直接披露,监管总局_保险业经营情况表_2025-10.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2025-10,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,7804.07,亿元,直接披露,监管总局_保险业经营情况表_2025-10.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2025-10,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,63.3758,%,推算,监管总局_保险业经营情况表_2025-10.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：63.3758%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2025-10.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2025-11,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,13423.06,亿元,直接披露,监管总局_保险业经营情况表_2025-11.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2025-11,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,8768.58,亿元,直接披露,监管总局_保险业经营情况表_2025-11.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2025-11,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,65.3247,%,推算,监管总局_保险业经营情况表_2025-11.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：65.3247%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2025-11.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2025-12,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,14702.74,亿元,直接披露,监管总局_保险业经营情况表_2025-12.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2025-12,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,9962.1,亿元,直接披露,监管总局_保险业经营情况表_2025-12.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2025-12,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,67.7568,%,推算,监管总局_保险业经营情况表_2025-12.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：67.7568%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2025-12.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2026-01,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,1585.57,亿元,直接披露,监管总局_保险业经营情况表_2026-01.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2026-01,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,788.14,亿元,直接披露,监管总局_保险业经营情况表_2026-01.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2026-01,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,49.707,%,推算,监管总局_保险业经营情况表_2026-01.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：49.7070%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2026-01.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2026-02,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,2404.71,亿元,直接披露,监管总局_保险业经营情况表_2026-02.xls,Excel工作表《保险业经营数据（月度） (2)》,第8行（财产险）,原表单位亿元。
2026-02,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,1417.66,亿元,直接披露,监管总局_保险业经营情况表_2026-02.xls,Excel工作表《保险业经营数据（月度） (2)》,第11行（财产险）,原表单位亿元。
2026-02,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,58.9535,%,推算,监管总局_保险业经营情况表_2026-02.xls,Excel工作表《保险业经营数据（月度） (2)》,第11行÷第8行,【推算：58.9535%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2026-02.xls，工作表《保险业经营数据（月度） (2)》第11行与第8行】
2026-03,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,3815.05,亿元,直接披露,监管总局_保险业经营情况表_2026-03.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2026-03,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,2195.87,亿元,直接披露,监管总局_保险业经营情况表_2026-03.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2026-03,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,57.5581,%,推算,监管总局_保险业经营情况表_2026-03.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：57.5581%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2026-03.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2026-04,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,4929.38,亿元,直接披露,监管总局_保险业经营情况表_2026-04.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2026-04,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,2953.97,亿元,直接披露,监管总局_保险业经营情况表_2026-04.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2026-04,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,59.9258,%,推算,监管总局_保险业经营情况表_2026-04.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：59.9258%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2026-04.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2026-05,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,6075.11,亿元,直接披露,监管总局_保险业经营情况表_2026-05.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2026-05,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,3672.49,亿元,直接披露,监管总局_保险业经营情况表_2026-05.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2026-05,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,60.4514,%,推算,监管总局_保险业经营情况表_2026-05.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：60.4514%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2026-05.xls，工作表《保险业经营数据（月度）》第11行与第8行】
2026-06,中国保险业,财产险全行业累计,监管统计口径,原保险保费收入_YTD,7678.88,亿元,直接披露,监管总局_保险业经营情况表_2026-06.xls,Excel工作表《保险业经营数据（月度）》,第8行（财产险）,原表单位亿元。
2026-06,中国保险业,财产险全行业累计,监管统计口径,原保险赔付支出_YTD,4498.45,亿元,直接披露,监管总局_保险业经营情况表_2026-06.xls,Excel工作表《保险业经营数据（月度）》,第11行（财产险）,原表单位亿元。
2026-06,中国保险业,财产险全行业累计,监管统计口径,简单赔付率代理值_YTD（推算）,58.5821,%,推算,监管总局_保险业经营情况表_2026-06.xls,Excel工作表《保险业经营数据（月度）》,第11行÷第8行,【推算：58.5821%｜方法：原保险赔付支出_YTD÷原保险保费收入_YTD×100｜输入来源：监管总局_保险业经营情况表_2026-06.xls，工作表《保险业经营数据（月度）》第11行与第8行】
