record_type,period,entity,metric,value,unit,status,formula,input_sources,note
行业共同因素代理,2023→2024,平安产险,共同因素占平安费用率改善份额_上限,73.7,%,推算,1.4/1.9×100,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：73.7%｜方法：1.4/1.9×100｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
行业共同因素代理,2023→2024,平安产险,共同因素占平安费用率改善份额_中性,57.9,%,推算,1.10/1.9×100,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：57.9%｜方法：1.10/1.9×100｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
行业共同因素代理,2024→2025,同业基准,共同费用压降代理下限,0.7,个百分点,推算,"min(人保费用率改善2.2,太保费用率改善0.7)",中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,"【推算：0.7个百分点｜方法：min(人保费用率改善2.2,太保费用率改善0.7)｜输入来源：中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2024→2025,同业基准,共同费用压降代理上限,0.9,个百分点,推算,"min(max(人保2.2,太保0.7),平安费用率改善0.9)",中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,"【推算：0.9个百分点｜方法：min(max(人保2.2,太保0.7),平安费用率改善0.9)｜输入来源：中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2024→2025,同业基准,共同费用压降中性基准,0.90,个百分点,推算,"min((人保2.2+太保0.7)/2,平安0.9)",中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,"【推算：0.90个百分点｜方法：min((人保2.2+太保0.7)/2,平安0.9)｜输入来源：中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2024→2025,平安产险,共同因素占平安费用率改善份额_下限,77.8,%,推算,0.7/0.9×100,中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：77.8%｜方法：0.7/0.9×100｜输入来源：中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
行业共同因素代理,2024→2025,平安产险,共同因素占平安费用率改善份额_上限,100.0,%,推算,0.9/0.9×100,中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：100.0%｜方法：0.9/0.9×100｜输入来源：中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
行业共同因素代理,2024→2025,平安产险,共同因素占平安费用率改善份额_中性,100.0,%,推算,0.90/0.9×100,中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：100.0%｜方法：0.90/0.9×100｜输入来源：中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
行业共同因素代理,2023→2025,同业基准,共同费用压降代理下限,1.5,个百分点,推算,"min(人保费用率改善3.6,太保费用率改善1.5)",中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,"【推算：1.5个百分点｜方法：min(人保费用率改善3.6,太保费用率改善1.5)｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2023→2025,同业基准,共同费用压降代理上限,2.8,个百分点,推算,"min(max(人保3.6,太保1.5),平安费用率改善2.8)",中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,"【推算：2.8个百分点｜方法：min(max(人保3.6,太保1.5),平安费用率改善2.8)｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2023→2025,同业基准,共同费用压降中性基准,2.55,个百分点,推算,"min((人保3.6+太保1.5)/2,平安2.8)",中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,"【推算：2.55个百分点｜方法：min((人保3.6+太保1.5)/2,平安2.8)｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2023→2025,平安产险,共同因素占平安费用率改善份额_下限,53.6,%,推算,1.5/2.8×100,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：53.6%｜方法：1.5/2.8×100｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
行业共同因素代理,2023→2025,平安产险,共同因素占平安费用率改善份额_上限,100.0,%,推算,2.8/2.8×100,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：100.0%｜方法：2.8/2.8×100｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
行业共同因素代理,2023→2025,平安产险,共同因素占平安费用率改善份额_中性,91.1,%,推算,2.55/2.8×100,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：91.1%｜方法：2.55/2.8×100｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
业务结构,2025,平安产险,车险保险服务收入占比,67.4,%,推算,228495/338912×100,中国平安_年报_2025.pdf，PDF 第56页（报告印刷页码52），按险种划分的经营业绩表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表,【推算：67.4%｜方法：228495/338912×100｜输入来源：中国平安_年报_2025.pdf，PDF 第56页（报告印刷页码52），按险种划分的经营业绩表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表】 说明车险费用政策对整体的相关性；不能由此直接推出车险对整体费用率改善的精确贡献。
